seller_id,seller_total_txns,seller_disputed_txns,seller_fraud_ratio,buyer_ratings,is_safe_seller
0x98c2f2a173873fe5aae99c3ffdb24aa56e550b3c,463,27,0.058,3.47,1
0x57d20625be9321aec0ad8bb6889ec2ee6e53ae76,574,24,0.042,4.77,1
0x7144201a613c9c9266aa8ad2bec58dbfc9ec09f6,987,95,0.096,3.63,1
0x023e01fc8f727e33c049174304facbdc7c325eb1,542,9,0.017,3.36,1
0x587b11b925e0b3618754aced7c5d0d1c93a2f4a4,486,59,0.121,3.66,1
0x82908be7194db0d0caf3f8c6425f32c032da5470,434,41,0.094,2.87,0
0xe6c857bc82a3af5ee424925615710db5bd506abe,742,39,0.053,2.48,0
0x2cd39683daf5dc498f5e2a646b2fcc4583417cb9,289,96,0.332,3.94,0
0x3506e309c2b412353037a77a3c602e43f96f345d,520,76,0.146,3.95,1
0x952816544e7937331925f82c927225509a006e6c,981,41,0.042,4.18,1
0xf6209b23ac02fc532861096c6fcea0225d229042,103,46,0.447,3.94,0
0xbb46bf6a2713a0b14fed2792367010e995b8c222,401,36,0.09,5,1
0xdc7c4b6dedd459fc6eae263f8a41a1d5fb9ed39c,493,79,0.16,4.12,1
0x32ca3d9775c2d33c31b20ab373aa4ef72cfcb1c6,43,21,0.488,3.04,0
0xd9e68b2fb0c2bce9b2a7032e5e1f6a4654fa2025,275,56,0.204,3.22,0
0x2bf451a84adddfc311dc7ec0be69e146ba595800,891,83,0.093,4,1
0x21f60f3389f50632da51c71652ae45187ec6bab7,801,26,0.032,3.7,1
0xdb9aef9a97e4b803f178232e0a9ab969c8b915da,161,40,0.248,3.14,0
0xdba31ada5a1341dae5ecaa9abdc3c849c206631b,79,79,1,3.96,0
0x94ee06017e1cba81ef53f22a01c7f048f519b0ca,888,33,0.037,3.97,1
0x351572bd4630b90f7a09b04ada97ba6cb5d3fd8a,804,31,0.039,5,1
0x602b361c654ba75f9c43e67d442fb4b5ad05ed1d,134,89,0.664,3.36,0
0xe17ac538327df1293d1b1ad401935cefa382cd8b,691,88,0.127,3.71,1
0x2e2eb374805adebf2ae6d3238185bf59df530175,978,65,0.066,5,1
0xffae5ea30801b9b864cdf2a2ebd725fef210e71a,88,11,0.125,4.23,1
0xfb2d0036a46bb355b4bcedf0f3d5a5440a6ee516,26,39,1.5,3.35,0
0x8cc0a84d446b1b6b0d2a370cd44626bde3036722,463,72,0.156,3.5,1
0x2b2725a9964f3311ac6c8f0a0f1decdaee2a5228,543,75,0.138,3.15,1
0x3769db003b4a4d09348af655abdeb08debb78e7a,711,89,0.125,4.05,1
0x2013a2b3793a811fdc6ae14d32e6820bb82689bf,853,72,0.084,4.72,1
0xe0a6d774a9fbb346b77612427e08c9c2a7e252e3,386,9,0.023,5,1
0x72960cdfc36f9948e8720347d2cf9ac8e3821e20,752,95,0.126,2.96,0
0x60ef56308e46b7a1ab114c6cda9e2fa3b7f2654f,444,97,0.218,4.61,0
0xbf295d03a18e5c4d5d37621d5a0d692fb98e72dd,608,47,0.077,4.12,1
0x5d4916ab10f44cef71b664dba84b212313937229,993,19,0.019,3.82,1
0x9eeed47626f6038cb551906b85607a383d75f7ab,25,38,1.52,3.71,0
0xdc86edee181f4af03847b9c5427212d75369343e,307,59,0.192,2.66,0
0xe8e09b399c18a52a8d384e34f689b3f2cea6052a,980,65,0.066,4.45,1
0xc46e9569fd821d0a040c28f8347a4d69fcb95e19,873,64,0.073,3.08,1
0x41bbf5c58bcff8c6f502ea715ff32107f98e795f,959,50,0.052,3.48,1
0xf5051e946d472070c805b01bdbae2468f1f0aeff,88,35,0.398,4.29,0
0x4150e2aeab3b01c8a69fb6ea35cf87912f46643f,778,23,0.03,2.73,0
0xeeed4294a97125eba932929c5f36e47c74c14996,663,26,0.039,3.08,1
0x917c0dd1e60851d3fc15d3637f204691057aba4e,957,1,0.001,4.85,1
0xfaafc16db964099ca51ea60cdc312988bbe77792,457,30,0.066,4.09,1
0xecdea44f080964e08139f6b3af4355858e7dccca,391,56,0.143,3.54,1
0xce246a0f768b7ec3886a78cd3361f3a74e29dc6b,511,77,0.151,4.09,1
0x00677af3580c6510d731a55426f6b471f0d54708,261,65,0.249,4.47,0
0x889fbf7fc5ad8db8500af7455ae80027d0cc0c82,574,28,0.049,4.79,1
0xe74cf92131575fa7149704d8bc526ff8ef82f638,896,14,0.016,3.22,1
0x12885ab381737d19f1c4ea752e59e1732d6ae147,938,11,0.012,3.28,1
0x9f4e7007c81d4889e8da2b3dc4f05e05d472d1c5,531,27,0.051,4.43,1
0xe7fc05bf0422df961e95d107c44c4dc3196179a9,166,83,0.5,4.45,0
0xfdd0ecb4d3638c2ea352622236e578179f9f7fa3,961,23,0.024,3.06,1
0x3f9fad445190c5b43d6d8d00e732d260fc1ed59c,167,20,0.12,3.31,1
0x3b71d69652eeee51014d529684989f21eb3339f5,836,9,0.011,3.86,1
0xb46049d4fc0cbf768af4f4fb8c7eaa79e8020182,797,77,0.097,4.02,1
0xa61f1d3b189f448006b86a3b965eb6b767386010,796,17,0.021,4.04,1
0x01377611455e7aa5d9cf8c49b085344adf38dae4,528,87,0.165,3.05,1
0xe9da5669ba1efb32d50fd6ade4bc778be166b66c,790,13,0.016,4.03,1
0xf082c8595601404817f57f309fa206367e7f277e,275,33,0.12,3.5,1
0x248e620e618e5b6d06ac59a734f3c5a54f3787ee,496,57,0.115,3.18,1
0x97f497fe4b567871dc6660ceb8530d3413d2008d,212,75,0.354,3.99,0
0xb73b8893dc3b12ac2fe4b781b5c26ab3e919780a,543,21,0.039,3.92,1
0x363f1533f6ea1bcd111a98f8ccd70542240160a2,588,69,0.117,4.56,1
0x123f68c40f101b1b11fba7dd86c119a2dac9062c,64,35,0.547,3.4,0
0x8dbb30ceb80dc20c6b10f80cb51698dce1fa8102,434,44,0.101,4.16,1
0x10fdae91f2bc7e7acd0bea6d881883fa94128a84,989,35,0.035,2.9,0
0x41f55821f5b1397a5dc066f1866c4dc4e71e5134,661,21,0.032,3.81,1
0xc11ef057ed9d1ee0e647f288b2f806fa0f54e789,609,77,0.126,4.32,1
0x8804328bb065f2ccb6def6c7a17b4bd90e307bbc,313,79,0.252,4.38,0
0xb312bfa2275c87451fcd2aa42f82cd08a6888fff,524,60,0.115,4.39,1
0xbc0c7afe7387e26f8aff78460792a44a5afcebe3,595,99,0.166,4.56,1
0x8480a265577077e20ad77ccd59feb9e64d25d89f,31,55,1.774,3.69,0
0x8c08466b77c387d1449eebfa077c40560eb04658,690,88,0.128,4.35,1
0x5d256aeae99f36e066a03524c9d4c86c915bac0e,566,95,0.168,5,1
0x8dd27dce37dcbd5cb9339a9f0546bbb42b4f8eaa,203,32,0.158,3.67,1
0x0fea3e1791428a8da145a5888f7caf75a25bbf45,391,44,0.113,4.97,1
0x16a8ceba3a26f5be3f694f4cd56e35998bffab5a,353,35,0.099,4.61,1
0x22534d56e7f4ec7deb2fae5541d26b448df2bc16,964,19,0.02,3.81,1
0x0e68a144aefab3a67849418f3dc75bf6afa5bb4b,944,17,0.018,3.87,1
0xa640c2d9a7d6ba82e80cfabd8085ad0394765004,697,37,0.053,4.08,1
0xd5d3b40c7b8fdcd7c20e756ff9669f75cf2bdff9,540,66,0.122,4.57,1
0x6e45c0ab1bb5e1e94d710a7ec398b85a9bb90209,832,22,0.026,4.28,1
0xfd92890987ed6ddbadb222782bb4b17a3885d016,382,95,0.249,3.67,0
0x5683ad6639f2c2a3d3638f6cf07c661afed4d7c4,903,15,0.017,2.54,0
0x368f4931558f8f4cc3bea2a70fa049d965eb8a8b,920,58,0.063,4.47,1
0x2eeb2fe502308ed3f378370fc457813ba20ff179,562,68,0.121,2.65,0
0x754dd0bc600f87615005936df3acbc8e0fcac9bd,531,67,0.126,3.04,1
0xb06c29c04b8afb9ddad043b42663135fbf98a469,157,20,0.127,3.72,1
0x48e20c38146f109e565dedabedf87ee903ece38a,738,77,0.104,3.15,1
0x9b00dd496ba2ede08d2e6eb92d2fcfe97d1a6030,210,94,0.448,4.22,0
0x4355a89d77aec54c689e3aae151c5fcfae0831c0,459,77,0.168,3.79,1
0xae10daa515beae48502a176f2ca94dfa6a27ddf9,277,69,0.249,4.55,0
0x9246b50a85be12497eb87e3008e393093ef45406,898,11,0.012,2.87,0
0x39d886dab11930370ac49e0f36069027cd3e96d7,240,15,0.062,3.54,1
0x1dedec1bf85f12f4ebb3c617057f991b3ab0cfc6,856,80,0.093,4,1
0x5c0bed1c7d4d50a2cee946e041fc842fc050558b,744,86,0.116,4.03,1
0xd10f1e97b06f02e6377f113da9da8f6e6bf3318d,525,13,0.025,4.49,1
0xfbe95ea21fd79ea5810118ee13d2ae8982e92696,682,60,0.088,3.36,1
0x45f3dfc1894045258b490665d4e919f9cd3acbc6,948,70,0.074,3.67,1
0xdb70f40b98cb4cd4240bbe11cbbdfd2d201694ca,960,45,0.047,4.36,1
0x41bcb5d510ba3899277f0741b5c6d42566765488,835,31,0.037,2.46,0
0xf2c638da2504a31769093ad717b538719bde13db,730,14,0.019,4.27,1
0x1a60be7d1d15e41fbc9ba01b89109ce2d36b48e3,505,43,0.085,4.53,1
0xe2968ab84920d3a02ed8cb194dc0bbcfa947c819,121,16,0.132,3.07,1
0x4fcaf6838fe0029ac6bf29bdabb6a9c3f5655f79,390,40,0.103,3.78,1
0xbece0e7af550b04fd80c1dd88519f259e99e3352,348,53,0.152,5,1
0x978b29a17994b1c83d5dac8225caac8551162c7f,588,43,0.073,4.46,1
0x2e6fb04b8a3ed01fff5548ed60f3e7303b0c9d2c,399,97,0.243,4.31,0
0xda9c5bf5f5e0e9f35e133c23f2ade5ec773874a6,68,4,0.059,4.69,1
0xf0001360033bbc37322d45b516c097a4f08e7d6a,721,26,0.036,5,1
0x867849aa5fcfe82dd155bf86d89365ce124a1714,725,86,0.119,4.01,1
0xfcbf3601fca62a9d735cc0dd4fe9daf4ab02072f,76,77,1.013,3.71,0
0x8bf127c02197f6a2d6717822e5d7b73e899a9079,793,78,0.098,4.69,1
0x68c121a61111d7627d4449c4e8b441aa6a3bd60f,278,42,0.151,3.87,1
0xa1f3f2eab3b0b8c52e95146431a0f174ec535a64,994,96,0.097,3.35,1
0xf05527300cf799a26d3a63dc42a442cdfba1f595,324,30,0.093,3.62,1
0x856db5bc33842c0a7b87ade0212e4b7272bb602a,342,98,0.287,4.22,0
0x1cf4355e89f4e29365c1f21bb5cbeadf01a34fe1,370,16,0.043,3.69,1
0xad943d8e36573892106144e958e9f6d5968a50b4,499,91,0.182,3.74,1
0xcb67b410ed4b08483a83bbe411f7df9be0b5c598,611,82,0.134,3.28,1
0x207b7c1a3bcaeb536f1e61a19eaadd72c820d4c3,170,53,0.312,5,0
0xb42e6751735ab5310140d4204ff1a973191b52c7,548,61,0.111,3.76,1
0x7dd17931d5c700afccc4af6a36ad6fdc1d57059e,15,86,5.733,3.5,0
0x48177bf9411294d4a7a0c95a7f8bf212e177949d,305,31,0.102,3.58,1
0xc9fcf3b660ab182c5fafc2aa5250d72ff7dd1d72,733,39,0.053,4.56,1
0x094b30188916be7059a6b6f6260c4a6e8aa0affb,805,12,0.015,4.4,1
0x1ea723534cee0e2849880c49bbf4ee29d241c211,106,83,0.783,3.65,0
0x469c6ff83058b263e449806dddb0cacc233b994c,429,34,0.079,4.02,1
0x7c2c1bb19e77d7196b37c6b613bdab9086349a87,396,4,0.01,4.19,1
0x6bdf8ef23f955987bb3886d2a49c2908f6658009,783,72,0.092,3.51,1
0xb437d5310d09c9df8da6fb8c1c31a8f26eacf429,218,28,0.128,2.92,0
0xdef78d5b4c39fe0efc5af0c6e1607d0a19d5de4e,695,69,0.099,4.36,1
0x25dc87f662719bef2b212bb1f6b895e0820e6375,92,24,0.261,3.55,0
0xa884f44dcaeefae5bc65c33249524221607b4146,557,94,0.169,4.31,1
0x37ab4dec09a07847d33d1c153349ec10846509b9,405,21,0.052,4.22,1
0x47493171c66636690a6c8955bf62bd58facd6041,592,65,0.11,4.04,1
0x2c133fbf761c846b0e27c30a1e5dd532b6d3c924,893,44,0.049,3.7,1
0x1797664ed8df0b0d7761bc48cfcac6bf98243c27,50,68,1.36,3.56,0
0xfd6165b4a2d57ba99eb77f814a750ecb494471ad,676,90,0.133,3.2,1
0xa040f50bfbf2dc0f1123284d8c085e82931884e9,467,88,0.188,3.57,1
0xaff7e871cd8c3e16ce6f106a8e896aa975294a18,596,71,0.119,4.4,1
0x5fdeba45d3c22f8f544fa0b3243a97997a6b70da,314,0,0,4.98,1
0xebf345e986d77036f114dfee3f18d9db40c90cbe,90,83,0.922,4.88,0
0xec81686356e1565a7340130e7bb642b456ab718c,96,43,0.448,4.1,0
0x54f067c61aadac15013fc16cd8692c460a9b9ebd,664,86,0.13,4.98,1
0x717de7a46f2017accc7b908dcf8142d4a16f38b6,677,95,0.14,3.79,1
0x9fec1e432e26e396e34af2233c93452ede0fb1b3,718,74,0.103,3.1,1
0x2ee8f5ae272258f89a671252eb78a0470f1210c9,940,38,0.04,5,1
0xfc45aeee9d8a714016bded6c877888d6c246c0d4,932,53,0.057,4.37,1
0xd2be8ee56f4bbd02b439245ef0e762ed4f226ca6,246,87,0.354,2.93,0
0x2716e4ded2c9692b7511753330acafb5527ad9c9,869,74,0.085,5,1
0x08bae501c7384a2e07ed1c1ebeb06c6f118cf67f,6,28,4.667,3.48,0
0x00bd6d5923531e21fd5d02ae940af87dcb2f62fe,229,53,0.231,3.63,0
0x16d1c5d3e8e36193a2e0358660a323b68bb1cc4d,805,89,0.111,4.71,1
0x730a539d5b3999fffd473cd2b78b85cf98cf505e,749,15,0.02,4.95,1
0xe87b8b4363ed5767455c88f4d360dcbb9e405500,977,98,0.1,3.3,1
0xbc98bbd605ef443851728d1666cd3435fce070e2,930,19,0.02,5,1
0x3079153ffe5f36c1740da6582a05648ac1b3c60f,933,45,0.048,4.61,1
0x9e621b1e811c83e753f3af9d1b5614a352477f8f,593,66,0.111,3.44,1
0x7b38a654a3026d06e4aa87d1993022eac1733fa2,120,64,0.533,3.83,0
0xe586e1a1b3e4634591cf2c9405e22d84c9489c64,670,57,0.085,5,1
0x0fab459238609a6e79ebe3b554ad482fbff78e8e,922,52,0.056,2.91,0
0x1c11c59974a6b4ddbd8f001c9d6d9862e4a71f02,107,0,0,4.97,1
0x148b9576cd989e9126f23398f6b569d1df581cb7,198,80,0.404,4.59,0
0xa594713abf4d7f57704050afd4c334196bf68f65,170,65,0.382,4.36,0
0x1136e2b118747887b4cc90988e99be451f37bbf7,875,28,0.032,4.09,1
0x3791ee02b61c6f1c0e9acef5682032265d1a74ef,94,83,0.883,5,0
0x0d074f3ee940a7c532efc103044ca3ad85930ac6,690,69,0.1,5,1
0x2cfcdcad2967cf89a54bb6432b0253e535bdffae,126,7,0.056,3.57,1
0x6b81902adcf25858529cf493682a0363baa2849b,147,28,0.19,4.43,1
0x12accea6495164545437d917f23c6d49ddf4bfe2,998,50,0.05,5,1
0x4bd33d00aef7afe67eca967649cb66c914d4b6b9,110,32,0.291,3.45,0
0xcc6faf9ed2f0ea516d94d607b037c29bc63de14a,891,2,0.002,4.17,1
0x5ad48389c3a1f0cfba0e3d044daa93b6429381e7,432,59,0.137,4.7,1
0x066ae452dbe79e025e53c71d6e1d18fd23a481c6,309,34,0.11,2.59,0
0x8636078a255ed25affdbbb9e4c4a95f015d7158b,876,68,0.078,4.58,1
0x4e2380e80d9f27b7d918d9d5b0d4c77b9ec25991,975,90,0.092,3.24,1
0x8cd74f74ffaab35b50844f0ca1e04ce8e3077bc3,321,75,0.234,4.13,0
0x6b0ed2f981e05037b993d657eecaca681ba1805a,967,83,0.086,4.8,1
0xb850c33896a74407f99673c1802f4deaa05b61da,639,19,0.03,2.33,0
0x142c43dbe54ff206534d63abbda2c65c8883954b,906,72,0.079,4.55,1
0x0fe5f80347254070d68d1411cb4a56ded1a21dcd,13,38,2.923,5,0
0x044ef7a595ad0869a2597a0a11bf994897ae6865,778,3,0.004,3.63,1
0xd27c4d8a21bfba7bb80b765c5266c0b293ad1551,77,18,0.234,4.4,0
0xa54e420bd0366b2a9f27dab09cc4b05bef12a7db,363,90,0.248,4.93,0
0x04b009e89af2765175b8fe6bfe8341ff821bc12a,227,44,0.194,2.88,0
0xf82a340fa1135fd910450acf3fd64f2880886928,420,42,0.1,4.53,1
0xe2f67cc9ca25bf1e9ec5f158704f2999adc1150b,557,12,0.022,4.72,1
0x2a7ffc63b3c6fad9602d95e506d913ba7849e486,374,12,0.032,4.45,1
0x386af83f4e90ecabdb1054d0ebcf5ec128d07f87,720,59,0.082,4.06,1
0xa7d69675fa98f1304eae1b41be5a0abee082a6a6,268,56,0.209,3.3,0
0xcf95d9163946e07e60397237eb8cfcb703dff2e8,844,85,0.101,4.97,1
0x1a0b8eede41f3dba6c7b29688690dafdba86fed5,694,91,0.131,4.02,1
0xa3b10a1cc58039846471078c9bdea9b5412dade5,864,51,0.059,3.37,1
0xdc47b98e6c208b27a83d08c62b6dd98ed00bf83b,322,52,0.161,3.78,1
0x00088ffbbe4fb3846f227f9abd075350b8796fe8,88,85,0.966,4.26,0
0x0fe7a8b3d77e65b7da68218892ac0bad8dd8ddd6,322,42,0.13,2.91,0
0x2fecd30e6cd7c7e76d72d77f35681a5a7016275e,115,82,0.713,4.01,0
0x9c46a60ce337ab5d21e8a01bc2fdc1f656c09325,255,71,0.278,3.71,0
0x8d36efc1c18d1815453b08098ca93f60796e75ef,387,71,0.183,4.94,1
0xfaae1ce4670a09dd8ae34d70e36eb37ed1c60dd1,11,41,3.727,2.69,0
0x3d742abc7d0e19adc2957803ac35377d2b77908a,463,89,0.192,4.66,1
0x0b8c6add4de2bc783e418ae263009cc2c6cd2fd5,88,25,0.284,4.99,0
0x4e0209c36c526c8c480d07a7e8edd8b1b7c3c805,212,22,0.104,2.71,0
0x7081823205905303ead17de9731eaf266f8f54d2,904,42,0.046,2.8,0
0x9f6b7da3fb2ca0c4f99dcc3ac38ba4a9b4882177,394,76,0.193,5,1
0xa700aab4862a66c53220820ab0d488807459482d,318,27,0.085,3.37,1
0x4f9b71356e81d469def9f0e4c217ac3eef654448,26,8,0.308,5,0
0x9ec4a791c06ed028cd8813d1c77dd155e5527664,414,19,0.046,2.74,0
0x1f2ac196217c46056c187a9e76951511c89e3d9e,899,55,0.061,4.12,1
0x02d2a577a2817ae2bcf2ee449835aa1251d3ef71,519,82,0.158,3.98,1
0x8844d8571ff8de7cb6d174ba519d8572d22c5fdd,131,38,0.29,3.85,0
0xe0fccbd5fb63f1f20ef2c56583297b0b83804204,813,50,0.062,4.32,1
0xb151b39f445d358930d2973e19525b94c7a6e896,704,11,0.016,4.36,1
0x6c04411039be1cc602f8055a6a1dd597cfa388a6,878,78,0.089,3.88,1
0x67391b767db9bde8c1789e66ae85aa5651e8a7e1,18,94,5.222,3.29,0
0x0620cf14e887b495b75a81f8f862c70be05d2ab2,975,54,0.055,4.73,1
0xeeac84204436bb5747e690d793d1ce6bebbade8b,982,77,0.078,4.44,1
0xf73430e43a2aaa202ab784106844fd2a63531b47,16,10,0.625,4.08,0
0x54c43d6c742f5af8e241e4b0121dbd5b5d9af6da,91,25,0.275,4.42,0
0x2d03f95353ecb29ec7dbf2b577de26f447bda808,528,41,0.078,4.54,1
0x566931613d636fc9e222f6835f3611fe741cd8ef,913,26,0.028,3.47,1
0xd7dc7bff612891b6dd6f4c1ea0fa5db5a3b4a30f,541,10,0.018,4.39,1
0x779435219e1932f4a4e798d8d785880ed2f1d96c,305,37,0.121,3.61,1
0x38fac640afb3d83d093805fd5c89c683ea70ee3d,247,97,0.393,4.56,0
0xf1342a516f70319fc21d0af359983ba4bd99c0b6,126,42,0.333,3.87,0
0x7b144c1f966330b395b753a46505400c06242541,151,18,0.119,4.43,1
0x24d4b104ab83ea6c7930299335f896d0e266a6c1,571,63,0.11,3.7,1
0x966c2bf999004f6cb329168a3377829ced7697ce,754,5,0.007,4.46,1
0x3c4a7c5b8a4390ce8c67079cbffe7b5a13aff8d3,360,45,0.125,3.31,1
0xcc42a8d829eea8b1fcac3567ec1f16f48859776f,689,41,0.06,4.03,1
0x898793417d8bfd36f0888940d0d6c9dfb7e787fb,908,91,0.1,4.69,1
0xb90d30ea33e86c9fd3d9cfda925384f648556416,737,64,0.087,4.33,1
0xafe2dc92fe10d082d716ac23fa3ccd78efb064f5,635,98,0.154,4.13,1
0x3559a8827280fdf68b4591a506a063ecb2ca6576,313,71,0.227,5,0
0x76b9ab54663c07b3cc4f0022d7dd019aede8f16b,699,58,0.083,4.72,1
0x137e02638ee0ed942f330729e2639a04c37129b1,292,51,0.175,4.6,1
0xdbb024f8f8b3f938d0f199de7cbcc05c66d74c25,311,46,0.148,4.46,1
0x7db8313cca103f1510c13f4920b230b87dc63431,816,6,0.007,4.55,1
0x302b7b127eee404305d5fc420720f45a289269a4,598,10,0.017,5,1
0x8bb5c93d860c0b10a13b23d7048b394a7ec0fee6,970,60,0.062,3.71,1
0x490b28abbe881287e2f9f4ce899eda2e2d0a693e,918,67,0.073,4.71,1
0x7e762a037f21227fb7f2018fc08cb3f957f86368,727,24,0.033,4.25,1
0x8b0a81142f0c7cd2ef8e9d9a9a8acc2a9ce944b9,666,11,0.017,3.73,1
0x394ab7b7ed531d8f1f4121c8ae2434a2aa2fcb91,553,25,0.045,3.93,1
0xbc1b6e2f04531e5808be1c1e670efb5d5c221169,356,11,0.031,4.15,1
0xe0ebe1c8348e1b539afc3f82f3d369a8f7074773,316,42,0.133,3.4,1
0x7b31fc9fe32521753edfd32c660bdf79bad376f4,877,50,0.057,4.6,1
0x0a3988e469c4f586001e4de9ef11a13f635a0883,63,36,0.571,3.93,0
0x8e6fbae05299a92847ccd1ade26de886e51e627d,647,45,0.07,4.06,1
0x7515d91f5c57e4c42c15a6dab4bf67991b928916,928,52,0.056,4.95,1
0x715ffa59cb88afa9f18bc2962d165aa0b739fc13,718,87,0.121,4.09,1
0x96063e5b058b63f1065a8b6bcdc41432dab9fbf6,759,79,0.104,5,1
0x09de327df9aa83db597acd68214f19966b2d7bc9,39,12,0.308,3.63,0
0x7f4ffae05fe9978d4a4961b4d604c63f1c8870ee,449,88,0.196,3.23,1
0x4283588ca003cd3cd65962be591e7bc9884a7b83,97,53,0.546,3.8,0
0x9e3f4aba6726ff766619ca0ddbf44d743ed50a21,954,56,0.059,2.03,0
0x9ca4a53cea50b66fc8558f1121d1a5db436a77aa,963,3,0.003,4.63,1
0xa043ac8bd6e4d2845f3fee26fac71431d29e1f22,211,74,0.351,3.27,0
0x6064f07226afee54d6002a4b4522344c0911e55e,357,95,0.266,3.57,0
0x9fac98269f1aa7b6bf2581bda15759e4b2cdd644,907,48,0.053,4.5,1
0xc8c1b1f32bbc481166edb129da52a434b30fa5ab,336,6,0.018,4.08,1
0x42eee45ea79f9dee112a8ea9b91f114d77bb47d6,821,10,0.012,3.69,1
0xa3c697202d4f3f5c943f3d37f9b30cdf74eeb52c,866,91,0.105,2.57,0
0x35f7ff78c4521252fc1ea650521c8699a6312e4b,729,53,0.073,4.91,1
0xfa074cdcdcf28c7ceeb806b230a73b7ddf14927e,163,86,0.528,4.51,0
0x45966d73fd14fe13ac2f5b5c5d4c7f43235cbe43,958,44,0.046,5,1
0x29f85d2150f2dae293a227906b624cc2e4ca2253,961,22,0.023,3.58,1
0xd89b727758e4d68f060859412275eebeec761fdc,28,27,0.964,2.98,0
0xce07156052e6d0d16949f31c6eb2383e794f1c6c,408,56,0.137,4.7,1
0xe7928e2285df5af2554dc4b2d0ccd6d93fdd62dc,809,25,0.031,3.87,1
0x4c86fc4503d06f19e7b0066922df53511c389050,520,24,0.046,4.44,1
0x42b1c435413610bd03473f41e228146b03f298c6,736,53,0.072,5,1
0x3f8aadb8f26c3ff779ba603cce309c112dc81ddb,368,28,0.076,4.27,1
0x2ea87dd475f91e1c40f248da1ddf8ccf9319e2ca,386,82,0.212,4.12,0
0x429fe66f81998855b3a4fb8ea57a348b6a7bbaa6,536,96,0.179,4.16,1
0xe1f9bc82636e2ea394564005d5e7a13cf7c33f1b,960,35,0.036,2.85,0
0x74e4cdb9c0551acfbff624da2cf3ed3a2ca3f498,156,13,0.083,4.78,1
0xaf018380575c186e7a4c4f39c290e4b1f3d307d1,566,77,0.136,4.82,1
0x4ad37452fbb01f53eae7585124b4ee9843099bfb,693,34,0.049,4.37,1
0x9a3c9472cdfbcd5934aa2397af486afb882f1b3c,951,29,0.03,2.94,0
0x15181a53b3f72cdf64125e6208e9a8a6f2ab97e5,612,91,0.149,3.92,1
0xddbb09a3faa26a8c8e1ed7f83e74e924966ee2b3,621,16,0.026,5,1
0x6bd24894cfdd184f6cd329170900ddd58efff5d0,424,66,0.156,3.6,1
0xf79747ba22121faa0cabae0c8985f459bb05f424,254,79,0.311,4.83,0
0xe453504180da6b1b044937bbc18effb32573318e,121,29,0.24,4.04,0
0x86e6d0377928141bfc4e1593c4fc564981a2bf5a,870,92,0.106,4.5,1
0x6fa327d9099405dd3b439c2f6c2b221dbaa63d0d,516,44,0.085,3.71,1
0x1177d88688bcfc0136cf4e3c2b492b105d9c8d12,744,78,0.105,4.06,1
0x5611446326be0f7bd6aaf05013b44968cac04d6f,582,88,0.151,4.31,1
0xfc2e35caa1a0b9abdc53bf443582652d9d50b7a4,339,50,0.147,3.24,1
0x2926e57721ba52527c4fbded86be28c74819a34f,422,46,0.109,4.19,1
0x98672ef04303d5e856ae10239b5300405cfa80bc,936,52,0.056,2.12,0
0xed9578b0c36ade4c60f61eb8be24b9f92b95ea24,778,63,0.081,3.58,1
0x0d1b3028c7323f4055b0f70387793a2080ce8c92,299,37,0.124,4.38,1
0x0a4fb556d31e0fc18d0477284f8e8ada518eddb5,942,63,0.067,4.78,1
0x9fe49fef4744fd816a336a24bc0881c65f968aaf,759,86,0.113,4.33,1
0xe83edb6e8f59fb7133a9dba1c6aad3693011c8d2,375,88,0.235,3.03,0
0x9a8869934a4f3230b78751505b81acdbf96f8a32,190,6,0.032,4.72,1
0xa46ee3a225a46db9cdfaf78040b30eee9b7d1cd3,250,21,0.084,3.2,1
0xdd87073638802dc918f25b25460d6f14502f3bb3,641,80,0.125,4.43,1
0x9ff3a8255b14695715b98f82c0d7956a577f95cf,272,81,0.298,3.23,0
0x670e36787cfda2fe93342f5287e95b39f064d0d9,647,40,0.062,3.46,1
0xfd9b5fe8435696e3ca499beb59a33db9247f6704,241,73,0.303,3.33,0
0x964fc9ba976a5aa2d5fdab2c30bb9c15fdd97562,534,9,0.017,4.1,1
0xc146161960a7e2589014f5507660e0a36ceb063a,556,56,0.101,3.86,1
0x27bf3219c3299fbe7a47c277c07c6bf3e910a6d4,25,6,0.24,4.36,0
0x052fd64966043045f211e261c60cc1db87ac83ac,915,49,0.054,3.99,1
0xb60de3a9eed1264df4659ffcbfacb9b7e5232a67,741,90,0.121,2.94,0
0x932717e36e656d244b5e3a44be317375b9b138d4,871,51,0.059,4.19,1
0xcb623ac18f77533b331efaff59be5a3aaa7aa15f,798,32,0.04,2.77,0
0x77798dfbfef2d26b6962ee6aca001f2fa7b6ef02,524,0,0,3.38,1
0x2de9362929f9f0d32c19015daa03b190380b643c,104,52,0.5,3.75,0
0x9d157e9cf0c1405cca0c10a385abcc1c280fb07c,756,59,0.078,3.7,1
0xe26b6abb5b7015ebd8748233c13aa003b2454bea,482,33,0.068,2.85,0
0xed6089434bd0a51f5de479746bd7fae77c30f3bc,603,3,0.005,4.96,1
0x939a72fd21cd1644f700a3dc3b6d5ca499879a3c,302,16,0.053,5,1
0xdfca7c8dbe047102598dec474071cd035367abdb,944,3,0.003,5,1
0x2c684724433e67d18720829c636906acadba637f,530,42,0.079,4.8,1
